OPR_DT,OPR_HR,OPR_INTERVAL,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,TRADING_HUB,RENEWABLE_TYPE,LABEL,XML_DATA_ITEM,MARKET_RUN_ID_POS,RENEW_POS,MW,MARKET_RUN_ID,GROUP
2022-07-31,2,0,2022-07-31T08:00:00-00:00,2022-07-31T09:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2022-07-31,3,0,2022-07-31T09:00:00-00:00,2022-07-31T10:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2022-07-31,4,0,2022-07-31T10:00:00-00:00,2022-07-31T11:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2022-07-31,5,0,2022-07-31T11:00:00-00:00,2022-07-31T12:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2022-07-31,6,0,2022-07-31T12:00:00-00:00,2022-07-31T13:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2022-07-31,7,0,2022-07-31T13:00:00-00:00,2022-07-31T14:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,86.83,DAM,1
2022-07-31,8,0,2022-07-31T14:00:00-00:00,2022-07-31T15:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,762.7,DAM,1
2022-07-31,9,0,2022-07-31T15:00:00-00:00,2022-07-31T16:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1246.65,DAM,1
2022-07-31,10,0,2022-07-31T16:00:00-00:00,2022-07-31T17:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1367.89,DAM,1
2022-07-31,11,0,2022-07-31T17:00:00-00:00,2022-07-31T18:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1445.08,DAM,1
2022-07-31,12,0,2022-07-31T18:00:00-00:00,2022-07-31T19:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1482.2,DAM,1
2022-07-31,13,0,2022-07-31T19:00:00-00:00,2022-07-31T20:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1510.15,DAM,1
2022-07-31,14,0,2022-07-31T20:00:00-00:00,2022-07-31T21:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1527.71,DAM,1
2022-07-31,15,0,2022-07-31T21:00:00-00:00,2022-07-31T22:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1538.06,DAM,1
